,DIVIDENDID,EXDATE,PAYDATE,RECORDDATE,ANNOUNCEDDATE,DIVAMOUNT,TRADINGITEMID,EXCHANGEID,CURRENCYID,DIVFREQTYPEID,DIVIDENDTYPEID,SUPPLEMENTALTYPEID,NETAMOUNT,GROSSAMOUNT,DIVIDENDPAYMENTTYPEID,DIVIDENDPAYMENTTYPENAME,SUPPLEMENTALTYPEID,SUPPLEMENTALTYPENAME
35709,6044915,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.153896,27069137,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35710,6044914,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.325548,20328800,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35711,6044874,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.405965,6179414,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35712,6044083,2016-06-21,2016-06-27,2016-06-23,2016-06-17,0.429,8813325,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35713,6044910,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.314151,27069133,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35714,6044909,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.028455,27069132,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35715,6044907,2016-06-21,2016-06-27,2016-06-23,2016-06-20,1.109291,29156150,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
35716,6044876,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.5201,6179424,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35717,6044905,2016-06-21,2016-06-27,2016-06-23,2016-06-20,1.0864389,29156148,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
35718,6044904,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.683725,10633477,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35719,6044902,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.258843,10633476,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35720,6044929,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.212072,233326963,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35721,6044855,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.475337,7320179,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35722,6044761,2016-06-21,2016-06-27,2016-06-23,,0.160826,46330386,104.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
35723,6044089,2016-06-21,2016-06-27,2016-06-23,2016-06-17,0.953,113109113,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35724,6044762,2016-06-21,2016-06-27,2016-06-23,,0.631518,39460761,104.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
35725,6044763,2016-06-21,2016-06-27,2016-06-23,,0.633033,10633475,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35726,6044768,2016-06-21,2016-06-27,2016-06-23,,0.025717,274567848,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35727,6044812,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.6835,134106040,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
35728,6044816,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.38724,134106043,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
35729,6044817,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.24211,317610593,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35730,6044826,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.61732,309205242,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35731,6044073,2016-06-21,2016-06-27,2016-06-23,2016-06-17,0.339,113275876,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35732,6044085,2016-06-21,2016-06-27,2016-06-23,2016-06-17,0.35,8813326,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35733,6044893,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.539591,10633473,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35734,6044078,2016-06-21,2016-06-27,2016-06-23,2016-06-17,0.578,30236209,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35735,6044892,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.630949,10633472,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35736,6044886,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.658318,6179434,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35737,6044090,2016-06-21,2016-06-27,2016-06-23,2016-06-17,0.764,11882013,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35738,6044894,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.1486409,10633474,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35739,6044887,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.30905,6179435,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35740,6044897,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.690576,20476038,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35741,6044885,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.357201,6179433,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35742,6044891,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.302614,6179439,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35743,6044757,2016-06-21,2016-06-27,2016-06-23,,0.298797,6179406,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35744,6043998,2016-06-21,2016-06-27,2016-06-23,,0.496,113668633,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35745,6044884,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.231218,6179432,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35746,6044882,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.308532,6179430,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35747,6045313,2016-06-21,2016-06-27,2016-06-23,,0.181935,340340413,810.0,160.0,132.0,1,8.0,,,,,8.0,Initial dividend
35748,6044878,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.311485,6179426,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35749,6044071,2016-06-21,2016-06-27,2016-06-23,2016-06-17,0.386,39657681,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35750,6044881,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.488131,6179429,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35751,6044883,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.353249,6179431,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35752,6044880,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.361311,6179428,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35753,6044889,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.904,6179437,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
35754,6044879,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.71541,6179427,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35755,6044890,2016-06-21,2016-06-27,2016-06-23,2016-06-20,0.380421,6179438,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35756,6044066,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.3174,141876596,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35757,6044063,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.2871,83018933,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35758,6044518,2016-06-20,2016-06-24,2016-06-22,,0.185,325297699,810.0,160.0,132.0,1,8.0,,,,,8.0,Initial dividend
35759,6044132,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.115,306410417,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35760,6044137,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.05,279468644,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35761,6044059,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.25494,223496850,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35762,6044125,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.435,27666979,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35763,6044096,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.17,27666965,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35764,6044092,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.17,27666963,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35765,6044141,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.005,256507140,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35766,6044101,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.125,42227788,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35767,6044060,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.2427,79112242,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35768,6044521,2016-06-20,2016-06-24,2016-06-22,,0.225,332077449,810.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35769,6044012,2016-06-20,2016-06-24,2016-06-22,,0.06,240741182,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35770,6044093,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.14,27666964,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35771,6044011,2016-06-20,2016-06-24,2016-06-22,,0.07,234672040,104.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35772,6044095,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.42,38702763,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35773,6044120,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.78,27666974,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35774,6044048,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.379708,140765648,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35775,6044052,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.401198,247917609,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35776,6044064,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.0973,118204476,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35777,6044124,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.485,27666978,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35778,6043990,2016-06-20,2016-06-24,2016-06-22,,0.112113,312053584,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35779,6044110,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.215,27666968,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35780,6044104,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.195,27666967,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35781,6044097,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.28,35609459,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35782,6044061,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.2405,79112243,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35783,6044062,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.1511,83018932,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35784,6044053,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.733867,217840819,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35785,6044065,2016-06-20,2016-06-24,2016-06-22,2016-06-17,0.1437,79112244,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35786,6042215,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.1433249,37284807,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35787,6042014,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.211309,6179739,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35788,6042196,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.08158,313188904,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35789,6042421,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.15272,23895645,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35790,6042455,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.240998,318288787,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35791,6041974,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.43751,25181490,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35792,6042219,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.1101039,141049109,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35793,6042008,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.050547,37284835,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35794,6042668,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.512097,37284808,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35795,6042203,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.22574,171188473,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35796,6042217,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.389217,37284810,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35797,6042228,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.332458,37284832,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35798,6040843,2016-06-17,2016-07-29,2016-06-21,,0.28665,37284618,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35799,6042641,2016-06-17,2016-06-30,2016-06-21,,0.30773,29198401,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35800,6040703,2016-06-17,2016-06-23,2016-06-21,2016-06-16,0.121,248910717,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35801,6042013,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.1210968,6179737,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35802,6042673,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.495491,37284833,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35803,6042655,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.187349,6179707,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35804,6042459,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.285214,6179733,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35805,6042446,2016-06-17,2016-06-29,2016-06-21,2016-06-16,0.820206,37284793,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35806,6041994,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.0923319,30050334,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35807,6042810,2016-06-17,2016-06-29,2016-06-21,2016-06-16,0.352048,171650960,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
35808,6042012,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.436431,6179736,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35809,6042660,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.159466,30050336,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35810,6041977,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.13554,24454515,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35811,6042428,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.0645,34946116,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35812,6042646,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.53293,35221889,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35813,6042831,2016-06-17,2016-06-29,2016-06-21,2016-06-16,0.627791,37284804,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
35814,6042432,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.12971,225994441,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35815,6042001,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.624973,37284811,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35816,6042201,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.09224,134312228,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35817,6042832,2016-06-17,2016-06-29,2016-06-21,2016-06-16,0.376253,37284806,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
35818,6042652,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.13273,145962356,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35819,6041996,2016-06-17,2016-06-29,2016-06-21,2016-06-16,0.388323,127573433,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35820,6042216,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.392576,37284809,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35821,6042436,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.774928,22297459,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35822,6042200,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.20482,34946118,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35823,6042643,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.2153,20800658,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35824,6042189,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.11273,25035089,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35825,6042440,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.251167,30050331,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35826,6042000,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.636264,59360207,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35827,6040880,2016-06-17,2016-07-29,2016-06-21,2016-06-16,0.84802,6179477,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35828,6042672,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.77988,37284828,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35829,6042677,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.307176,6179738,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35830,6042011,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.235329,6179732,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35831,6042016,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.411624,6179740,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35832,6042811,2016-06-17,2016-06-29,2016-06-21,2016-06-16,0.375282,37284796,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
35833,6042814,2016-06-17,2016-06-29,2016-06-21,2016-06-16,0.43211,37284803,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
35834,6042458,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.297542,241663381,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35835,6042235,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.2767,6179735,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35836,6042009,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.509142,225670658,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35837,6042002,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.101367,118789347,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35838,6042452,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.461281,204729659,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35839,6042662,2016-06-17,2016-07-29,2016-06-21,2016-06-16,1.0784419,6179710,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35840,6042218,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.777239,37284812,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35841,6042229,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.10184,37284834,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35842,6042416,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.13656,30454944,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35843,6042234,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.323434,6179734,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35844,6041904,2016-06-17,2016-06-23,2016-06-21,2016-06-16,0.117,248910713,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35845,6042786,2016-06-17,2016-06-29,2016-06-21,2016-06-16,0.448689,265436329,117.0,160.0,3.0,1,1.0,,,3.0,Spin-off,1.0,Regular cash dividend
35846,6042454,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.34259,37284830,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35847,6042007,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.505693,37284824,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35848,6042676,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.325596,314983481,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35849,6042204,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.18082,142432076,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35850,6042678,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.265949,311938864,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35851,6040705,2016-06-17,2016-06-23,2016-06-21,2016-06-16,0.111,248910715,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35852,6042227,2016-06-17,2016-06-27,2016-06-21,2016-06-16,0.40059,37284831,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35853,6042656,2016-06-17,2016-06-30,2016-06-21,2016-06-16,0.02079,26268876,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35854,6039873,2016-06-15,2016-06-30,2016-06-17,2016-06-14,0.06423,37982729,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35855,6039876,2016-06-15,2016-06-30,2016-06-17,2016-06-14,0.05324,37982789,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35856,6039875,2016-06-15,2016-06-30,2016-06-17,2016-06-14,0.06791,38294159,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35857,6039867,2016-06-15,2016-06-30,2016-06-17,2016-06-14,0.095,127855788,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35858,6039885,2016-06-15,2016-06-30,2016-06-17,2016-06-14,0.0542,140526469,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35859,6039886,2016-06-15,2016-06-30,2016-06-17,2016-06-14,0.0835,131732248,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35860,6039879,2016-06-15,2016-06-30,2016-06-17,2016-06-14,0.12289,37982827,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35861,6039869,2016-06-15,2016-06-30,2016-06-17,2016-06-14,0.19645,116573031,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35862,6039882,2016-06-15,2016-06-30,2016-06-17,2016-06-14,0.10748,262924178,117.0,160.0,1.0,1,1.0,,,1.0,Cash,1.0,Regular cash dividend
35863,6038081,2016-06-14,2016-06-20,2016-06-16,2016-06-10,0.223,20903122,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35864,6038100,2016-06-14,2016-06-20,2016-06-16,2016-06-10,0.32,8813330,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35865,6038102,2016-06-14,2016-06-20,2016-06-16,2016-06-10,0.426,8813332,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35866,6038044,2016-06-14,2016-06-20,2016-06-16,2016-06-10,0.482,35918048,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35867,6038112,2016-06-14,2016-06-20,2016-06-16,2016-06-10,0.469,6179831,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35868,6038046,2016-06-14,2016-06-20,2016-06-16,,0.559,327155380,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35869,6038073,2016-06-14,2016-06-20,2016-06-16,2016-06-10,0.466,46367255,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35870,6037905,2016-06-14,2016-06-17,2016-06-16,,0.2293874,274605383,104.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
35871,6038099,2016-06-14,2016-06-20,2016-06-16,2016-06-10,0.359,8813329,117.0,160.0,2.0,1,1.0,,,2.0,Stock,1.0,Regular cash dividend
